order_id,sku,customer_id,order_date,quantity,unit_price,discount_percent,payment_method,order_status,store_city,gross_amount,discount_amount,net_amount
244,162799308-500-1,2408,6/3/2025,4,5801,20,Net Banking,PLACED,Kolkata,23204,4640.8,18563.2
245,169630016-044-1,2400,4/28/2025,4,5801,15,COD,SHIPPED,Gurgaon,23204,3480.6,19723.4
246,162799308-500-1,2306,3/9/2025,2,5801,0,Net Banking,DELIVERED,Bhubaneswar,11602,0,11602
247,169630016-044-1,3680,1/19/2025,4,5801,15,Debit Card,SHIPPED,New Delhi,23204,3480.6,19723.4
248,189870341-712-2,3675,1/20/2025,4,3311,20,UPI,SHIPPED,Gurgaon,13244,2648.8,10595.2
249,189870341-712-2,1972,4/23/2025,4,3311,10,Debit Card,PLACED,Ahmedabad,13244,1324.4,11919.6
250,162799308-500-1,2768,5/20/2025,2,5801,20,UPI,PLACED,Ahmedabad,11602,2320.4,9281.6
251,184208283-330-54,2282,2/16/2025,1,2481,5,UPI,DELIVERED,Bhubaneswar,2481,124.05,2356.95
252,184208283-330-54,4430,1/1/2025,3,2481,15,COD,SHIPPED,Gurgaon,7443,1116.45,6326.55
253,189870341-712-2,1709,3/31/2025,4,3311,15,Debit Card,CANCELLED,Bengaluru,13244,1986.6,11257.4
254,169630016-044-1,2479,5/22/2025,1,5801,5,Net Banking,SHIPPED,Kolkata,5801,290.05,5510.95
255,189870341-712-2,2434,3/5/2025,4,3311,5,Debit Card,DELIVERED,Mumbai,13244,662.2,12581.8
256,186626958-330-2,1648,2/7/2025,2,2315,10,COD,SHIPPED,Ahmedabad,4630,463,4167
257,184208283-330-54,1317,2/6/2025,1,2481,15,UPI,SHIPPED,Ahmedabad,2481,372.15,2108.85
258,189870341-712-2,4748,5/6/2025,2,3311,15,COD,PLACED,Gurgaon,6622,993.3,5628.7
259,189870341-712-2,4296,5/19/2025,4,3311,10,Credit Card,SHIPPED,Ahmedabad,13244,1324.4,11919.6
260,184208283-330-54,4890,4/10/2025,4,2481,0,Credit Card,DELIVERED,Gurgaon,9924,0,9924
261,184208283-330-54,2257,3/18/2025,2,2481,10,Net Banking,CANCELLED,Bengaluru,4962,496.2,4465.8
262,169630016-044-1,1683,1/3/2025,3,5801,20,COD,DELIVERED,Gurgaon,17403,3480.6,13922.4
263,184208283-330-54,1663,6/10/2025,2,2481,15,Net Banking,PLACED,Bhubaneswar,4962,744.3,4217.7
264,186626958-330-2,2998,5/14/2025,4,2315,5,Net Banking,PLACED,Bhubaneswar,9260,463,8797
265,162799308-500-1,4898,6/27/2025,2,5801,20,Credit Card,PLACED,Kolkata,11602,2320.4,9281.6
266,169630016-044-1,4445,1/10/2025,3,5801,15,Net Banking,DELIVERED,Bhubaneswar,17403,2610.45,14792.55
267,186626958-330-2,4743,1/5/2025,2,2315,10,Credit Card,DELIVERED,Ahmedabad,4630,463,4167
268,186626958-330-2,2631,5/31/2025,3,2315,20,UPI,CANCELLED,Ahmedabad,6945,1389,5556
269,184208283-330-54,2495,5/18/2025,3,2481,15,COD,PLACED,Mumbai,7443,1116.45,6326.55
270,169630016-044-1,4304,6/21/2025,2,5801,0,Net Banking,DELIVERED,Kolkata,11602,0,11602
271,169630016-044-1,4763,5/10/2025,2,5801,0,Credit Card,SHIPPED,Ahmedabad,11602,0,11602
272,184208283-330-54,2136,1/13/2025,1,2481,5,Debit Card,DELIVERED,Bhubaneswar,2481,124.05,2356.95
273,169630016-044-1,2853,6/17/2025,4,5801,15,Net Banking,DELIVERED,Ahmedabad,23204,3480.6,19723.4
274,184208283-330-54,2520,5/10/2025,3,2481,0,UPI,DELIVERED,Bengaluru,7443,0,7443
275,162799308-500-1,3489,3/25/2025,1,5801,10,UPI,DELIVERED,New Delhi,5801,580.1,5220.9
276,189870341-712-2,1563,3/6/2025,2,3311,15,Debit Card,PLACED,Gurgaon,6622,993.3,5628.7
277,169630016-044-1,2291,3/4/2025,4,5801,10,Credit Card,DELIVERED,Ahmedabad,23204,2320.4,20883.6
278,162799308-500-1,4581,4/11/2025,1,5801,10,Net Banking,PLACED,Kolkata,5801,580.1,5220.9
279,184208283-330-54,4878,3/14/2025,3,2481,0,Credit Card,DELIVERED,Kolkata,7443,0,7443
280,184208283-330-54,4457,1/17/2025,1,2481,15,UPI,SHIPPED,Ahmedabad,2481,372.15,2108.85
281,169630016-044-1,4458,1/9/2025,3,5801,20,Credit Card,DELIVERED,Chennai,17403,3480.6,13922.4
282,184208283-330-54,4184,5/23/2025,2,2481,0,UPI,CANCELLED,New Delhi,4962,0,4962
283,169630016-044-1,2636,6/1/2025,4,5801,0,Credit Card,DELIVERED,Kolkata,23204,0,23204
284,162799308-500-1,4696,2/7/2025,4,5801,15,Debit Card,DELIVERED,New Delhi,23204,3480.6,19723.4
285,189870341-712-2,3999,6/12/2025,4,3311,15,COD,DELIVERED,Ahmedabad,13244,1986.6,11257.4
286,169630016-044-1,4152,4/4/2025,2,5801,10,Debit Card,DELIVERED,Bhubaneswar,11602,1160.2,10441.8
287,186626958-330-2,1698,4/5/2025,3,2315,15,Debit Card,DELIVERED,Bengaluru,6945,1041.75,5903.25
288,184208283-330-54,3160,2/18/2025,2,2481,10,COD,DELIVERED,Mumbai,4962,496.2,4465.8
289,184208283-330-54,1001,3/10/2025,4,2481,0,COD,SHIPPED,Chennai,9924,0,9924
290,169630016-044-1,1641,3/3/2025,2,5801,5,Net Banking,CANCELLED,Ahmedabad,11602,580.1,11021.9
291,189870341-712-2,3267,6/27/2025,2,3311,20,Net Banking,CANCELLED,Kolkata,6622,1324.4,5297.6
292,162799308-500-1,2589,3/19/2025,2,5801,0,Debit Card,DELIVERED,Gurgaon,11602,0,11602
293,189870341-712-2,1854,4/27/2025,3,3311,15,Debit Card,SHIPPED,Bhubaneswar,9933,1489.95,8443.05
294,162799308-500-1,2759,4/30/2025,1,5801,20,UPI,PLACED,Mumbai,5801,1160.2,4640.8
295,189870341-712-2,4296,5/17/2025,1,3311,5,UPI,DELIVERED,Gurgaon,3311,165.55,3145.45
296,184208283-330-54,3432,6/11/2025,2,2481,5,Net Banking,PLACED,Bhubaneswar,4962,248.1,4713.9
297,184208283-330-54,4474,3/17/2025,1,2481,10,Net Banking,DELIVERED,Ahmedabad,2481,248.1,2232.9
298,162799308-500-1,2661,2/4/2025,1,5801,20,UPI,SHIPPED,Mumbai,5801,1160.2,4640.8
299,162799308-500-1,2153,1/1/2025,2,5801,10,UPI,SHIPPED,Mumbai,11602,1160.2,10441.8
300,189870341-712-2,2076,2/9/2025,2,3311,0,Credit Card,CANCELLED,Mumbai,6622,0,6622
301,184208283-330-54,2707,3/5/2025,4,2481,20,Credit Card,DELIVERED,Ahmedabad,9924,1984.8,7939.2
302,184208283-330-54,3777,5/30/2025,1,2481,0,UPI,DELIVERED,Kolkata,2481,0,2481
303,162799308-500-1,2695,3/1/2025,3,5801,10,Credit Card,DELIVERED,Ahmedabad,17403,1740.3,15662.7
304,186626958-330-2,2733,3/5/2025,2,2315,20,COD,SHIPPED,Mumbai,4630,926,3704
305,162799308-500-1,2439,4/3/2025,4,5801,10,Net Banking,DELIVERED,Bengaluru,23204,2320.4,20883.6
306,169630016-044-1,3294,3/13/2025,3,5801,20,Net Banking,SHIPPED,Bengaluru,17403,3480.6,13922.4
307,189870341-712-2,1835,1/11/2025,1,3311,10,UPI,CANCELLED,Ahmedabad,3311,331.1,2979.9
308,189870341-712-2,4510,4/15/2025,4,3311,5,Debit Card,DELIVERED,Kolkata,13244,662.2,12581.8
309,184208283-330-54,1202,1/14/2025,2,2481,10,UPI,SHIPPED,Mumbai,4962,496.2,4465.8
310,162799308-500-1,4255,3/1/2025,3,5801,5,Credit Card,DELIVERED,New Delhi,17403,870.15,16532.85
311,169630016-044-1,1122,1/30/2025,2,5801,10,Debit Card,DELIVERED,Bengaluru,11602,1160.2,10441.8
312,186626958-330-2,1400,2/4/2025,1,2315,20,Credit Card,SHIPPED,New Delhi,2315,463,1852
313,186626958-330-2,1766,6/14/2025,3,2315,20,COD,CANCELLED,Bhubaneswar,6945,1389,5556
314,184208283-330-54,1293,1/5/2025,1,2481,20,Credit Card,PLACED,Mumbai,2481,496.2,1984.8
315,169630016-044-1,3327,3/24/2025,1,5801,15,COD,SHIPPED,Bengaluru,5801,870.15,4930.85
316,184208283-330-54,4908,5/3/2025,4,2481,0,COD,DELIVERED,Bengaluru,9924,0,9924
317,184208283-330-54,3931,3/19/2025,2,2481,20,Credit Card,DELIVERED,Gurgaon,4962,992.4,3969.6
318,189870341-712-2,4681,6/3/2025,3,3311,5,Credit Card,DELIVERED,Ahmedabad,9933,496.65,9436.35
319,186626958-330-2,1197,3/3/2025,1,2315,20,COD,DELIVERED,Chennai,2315,463,1852
320,184208283-330-54,4029,5/12/2025,1,2481,15,Debit Card,DELIVERED,Ahmedabad,2481,372.15,2108.85
321,186626958-330-2,2930,3/30/2025,3,2315,5,COD,DELIVERED,Kolkata,6945,347.25,6597.75
322,162799308-500-1,4582,2/11/2025,1,5801,15,Net Banking,PLACED,Kolkata,5801,870.15,4930.85
323,162799308-500-1,3799,3/30/2025,4,5801,5,COD,SHIPPED,Kolkata,23204,1160.2,22043.8
324,169630016-044-1,3191,5/26/2025,4,5801,10,Debit Card,SHIPPED,Bengaluru,23204,2320.4,20883.6
325,184208283-330-54,1608,2/9/2025,4,2481,0,Net Banking,SHIPPED,Chennai,9924,0,9924
326,186626958-330-2,4272,3/13/2025,4,2315,0,UPI,DELIVERED,Bhubaneswar,9260,0,9260
327,169630016-044-1,2147,2/8/2025,1,5801,15,UPI,PLACED,Bengaluru,5801,870.15,4930.85
328,184208283-330-54,1186,4/14/2025,3,2481,0,Debit Card,SHIPPED,Bhubaneswar,7443,0,7443
329,162799308-500-1,4397,1/14/2025,3,5801,15,COD,SHIPPED,Mumbai,17403,2610.45,14792.55
330,162799308-500-1,3511,2/1/2025,3,5801,15,Credit Card,CANCELLED,Kolkata,17403,2610.45,14792.55
331,162799308-500-1,4420,6/28/2025,3,5801,15,Debit Card,CANCELLED,Bhubaneswar,17403,2610.45,14792.55
332,186626958-330-2,2794,5/5/2025,2,2315,0,Net Banking,DELIVERED,Mumbai,4630,0,4630
333,169630016-044-1,1659,6/15/2025,3,5801,15,Net Banking,CANCELLED,Ahmedabad,17403,2610.45,14792.55
334,169630016-044-1,3811,4/7/2025,2,5801,0,UPI,DELIVERED,Kolkata,11602,0,11602
335,169630016-044-1,4002,1/23/2025,2,5801,15,Net Banking,DELIVERED,Bengaluru,11602,1740.3,9861.7
336,184208283-330-54,2955,3/4/2025,4,2481,20,Debit Card,PLACED,Kolkata,9924,1984.8,7939.2
337,162799308-500-1,3450,5/23/2025,2,5801,15,Net Banking,DELIVERED,Bengaluru,11602,1740.3,9861.7
338,186626958-330-2,2369,6/2/2025,1,2315,5,Debit Card,DELIVERED,Gurgaon,2315,115.75,2199.25
339,186626958-330-2,2986,5/25/2025,2,2315,15,Credit Card,DELIVERED,Gurgaon,4630,694.5,3935.5
340,184208283-330-54,2534,2/22/2025,4,2481,10,UPI,DELIVERED,Bengaluru,9924,992.4,8931.6
341,184208283-330-54,1146,4/14/2025,2,2481,15,Net Banking,DELIVERED,Gurgaon,4962,744.3,4217.7
342,169630016-044-1,4219,4/14/2025,1,5801,5,Debit Card,DELIVERED,Ahmedabad,5801,290.05,5510.95
343,184208283-330-54,3911,6/28/2025,1,2481,5,COD,CANCELLED,Ahmedabad,2481,124.05,2356.95
344,186626958-330-2,2734,2/8/2025,1,2315,0,UPI,SHIPPED,Bengaluru,2315,0,2315
345,186626958-330-2,2843,6/28/2025,4,2315,20,Credit Card,DELIVERED,Gurgaon,9260,1852,7408
346,169630016-044-1,1488,5/14/2025,4,5801,15,Debit Card,SHIPPED,Gurgaon,23204,3480.6,19723.4
347,169630016-044-1,3976,3/8/2025,3,5801,0,Credit Card,DELIVERED,Mumbai,17403,0,17403
348,186626958-330-2,2959,5/15/2025,4,2315,20,Credit Card,DELIVERED,Ahmedabad,9260,1852,7408
349,184208283-330-54,2663,6/28/2025,1,2481,15,Net Banking,PLACED,Chennai,2481,372.15,2108.85
350,186626958-330-2,3598,2/11/2025,1,2315,10,Net Banking,DELIVERED,Kolkata,2315,231.5,2083.5
351,184208283-330-54,3385,1/15/2025,4,2481,15,Debit Card,SHIPPED,Chennai,9924,1488.6,8435.4
352,162799308-500-1,3919,4/21/2025,2,5801,5,COD,DELIVERED,Gurgaon,11602,580.1,11021.9
353,162799308-500-1,1640,6/6/2025,4,5801,5,Debit Card,SHIPPED,Chennai,23204,1160.2,22043.8
354,184208283-330-54,2802,2/2/2025,4,2481,10,COD,DELIVERED,Gurgaon,9924,992.4,8931.6
355,184208283-330-54,3520,6/4/2025,1,2481,0,Credit Card,PLACED,Kolkata,2481,0,2481
356,169630016-044-1,2969,6/13/2025,3,5801,20,UPI,DELIVERED,Gurgaon,17403,3480.6,13922.4
357,186626958-330-2,3198,6/6/2025,1,2315,15,Debit Card,SHIPPED,Ahmedabad,2315,347.25,1967.75
358,189870341-712-2,2438,2/7/2025,3,3311,5,Debit Card,DELIVERED,New Delhi,9933,496.65,9436.35
359,169630016-044-1,4369,4/7/2025,1,5801,0,COD,CANCELLED,Chennai,5801,0,5801
360,169630016-044-1,2634,6/4/2025,4,5801,10,Credit Card,CANCELLED,Mumbai,23204,2320.4,20883.6
361,186626958-330-2,1262,2/2/2025,1,2315,5,Credit Card,DELIVERED,Gurgaon,2315,115.75,2199.25
362,186626958-330-2,2787,3/27/2025,1,2315,10,COD,DELIVERED,Mumbai,2315,231.5,2083.5
363,186626958-330-2,3191,3/7/2025,1,2315,15,Credit Card,SHIPPED,New Delhi,2315,347.25,1967.75
364,169630016-044-1,3393,1/10/2025,4,5801,20,Net Banking,SHIPPED,New Delhi,23204,4640.8,18563.2
365,189870341-712-2,1623,1/5/2025,4,3311,5,UPI,SHIPPED,Bengaluru,13244,662.2,12581.8
366,162799308-500-1,2016,5/3/2025,4,5801,5,Debit Card,DELIVERED,Mumbai,23204,1160.2,22043.8
367,184208283-330-54,4643,3/15/2025,4,2481,15,UPI,CANCELLED,Chennai,9924,1488.6,8435.4
368,162799308-500-1,1880,4/7/2025,3,5801,0,Debit Card,PLACED,New Delhi,17403,0,17403
369,186626958-330-2,3049,4/28/2025,3,2315,20,Net Banking,CANCELLED,New Delhi,6945,1389,5556
370,169630016-044-1,3944,2/7/2025,2,5801,5,Credit Card,DELIVERED,Ahmedabad,11602,580.1,11021.9
371,169630016-044-1,2327,5/21/2025,4,5801,20,COD,DELIVERED,Bengaluru,23204,4640.8,18563.2
372,186626958-330-2,3301,6/8/2025,3,2315,5,Net Banking,PLACED,Bhubaneswar,6945,347.25,6597.75
373,186626958-330-2,4723,2/16/2025,1,2315,20,UPI,PLACED,Bhubaneswar,2315,463,1852
374,184208283-330-54,1452,4/19/2025,4,2481,10,COD,DELIVERED,New Delhi,9924,992.4,8931.6
375,184208283-330-54,4108,6/29/2025,2,2481,5,Credit Card,DELIVERED,Chennai,4962,248.1,4713.9
376,169630016-044-1,2183,1/15/2025,2,5801,20,Net Banking,SHIPPED,Bengaluru,11602,2320.4,9281.6
377,186626958-330-2,4062,6/6/2025,2,2315,0,COD,DELIVERED,Bhubaneswar,4630,0,4630
378,184208283-330-54,3056,5/16/2025,1,2481,10,Net Banking,DELIVERED,Chennai,2481,248.1,2232.9
379,162799308-500-1,4304,1/5/2025,3,5801,10,Net Banking,DELIVERED,Ahmedabad,17403,1740.3,15662.7
380,189870341-712-2,4170,6/6/2025,1,3311,0,Credit Card,CANCELLED,Mumbai,3311,0,3311
381,189870341-712-2,2682,2/16/2025,4,3311,20,Debit Card,SHIPPED,Bhubaneswar,13244,2648.8,10595.2
382,169630016-044-1,3863,3/9/2025,2,5801,15,COD,SHIPPED,Gurgaon,11602,1740.3,9861.7
383,186626958-330-2,3255,3/17/2025,1,2315,0,Credit Card,DELIVERED,Ahmedabad,2315,0,2315
384,162799308-500-1,2154,6/22/2025,1,5801,20,Net Banking,SHIPPED,Bhubaneswar,5801,1160.2,4640.8
385,169630016-044-1,1403,5/10/2025,3,5801,0,Credit Card,PLACED,Gurgaon,17403,0,17403
386,189870341-712-2,3199,6/4/2025,3,3311,0,Debit Card,SHIPPED,Ahmedabad,9933,0,9933
387,169630016-044-1,3101,4/5/2025,2,5801,5,COD,SHIPPED,Gurgaon,11602,580.1,11021.9
388,189870341-712-2,4191,4/25/2025,1,3311,20,Debit Card,SHIPPED,Chennai,3311,662.2,2648.8
389,184208283-330-54,2696,6/13/2025,1,2481,15,UPI,SHIPPED,Bhubaneswar,2481,372.15,2108.85
390,162799308-500-1,4991,2/5/2025,3,5801,5,COD,SHIPPED,Kolkata,17403,870.15,16532.85
391,169630016-044-1,1627,1/26/2025,1,5801,0,Debit Card,PLACED,Gurgaon,5801,0,5801
392,169630016-044-1,1586,2/12/2025,1,5801,0,Net Banking,DELIVERED,Ahmedabad,5801,0,5801
393,189870341-712-2,2648,1/27/2025,1,3311,0,COD,DELIVERED,Ahmedabad,3311,0,3311
394,169630016-044-1,2443,3/10/2025,3,5801,20,COD,DELIVERED,Gurgaon,17403,3480.6,13922.4
395,186626958-330-2,2445,5/28/2025,2,2315,20,Credit Card,PLACED,Chennai,4630,926,3704
396,189870341-712-2,1103,1/11/2025,4,3311,5,Net Banking,SHIPPED,Ahmedabad,13244,662.2,12581.8
397,184208283-330-54,4923,3/15/2025,2,2481,15,UPI,DELIVERED,New Delhi,4962,744.3,4217.7
398,186626958-330-2,1253,4/14/2025,4,2315,5,Debit Card,DELIVERED,Ahmedabad,9260,463,8797
399,189870341-712-2,4298,2/7/2025,1,3311,10,Credit Card,DELIVERED,Gurgaon,3311,331.1,2979.9
400,189870341-712-2,4183,5/14/2025,2,3311,0,Debit Card,SHIPPED,Mumbai,6622,0,6622
401,169630016-044-1,3557,1/23/2025,4,5801,0,UPI,CANCELLED,Kolkata,23204,0,23204
402,184208283-330-54,2496,2/16/2025,3,2481,0,UPI,SHIPPED,Ahmedabad,7443,0,7443
403,186626958-330-2,1098,3/31/2025,3,2315,5,COD,SHIPPED,Bengaluru,6945,347.25,6597.75
404,189870341-712-2,3200,2/15/2025,2,3311,5,UPI,DELIVERED,Mumbai,6622,331.1,6290.9
405,189870341-712-2,2884,4/17/2025,2,3311,0,Debit Card,DELIVERED,Gurgaon,6622,0,6622
406,169630016-044-1,3961,5/20/2025,1,5801,5,Net Banking,SHIPPED,Bengaluru,5801,290.05,5510.95
407,169630016-044-1,2919,5/21/2025,2,5801,20,Net Banking,SHIPPED,Chennai,11602,2320.4,9281.6
408,169630016-044-1,1877,4/14/2025,1,5801,20,COD,DELIVERED,Ahmedabad,5801,1160.2,4640.8
409,189870341-712-2,1337,4/21/2025,1,3311,5,Debit Card,SHIPPED,Chennai,3311,165.55,3145.45
410,162799308-500-1,4777,4/14/2025,3,5801,0,Debit Card,PLACED,Chennai,17403,0,17403
411,189870341-712-2,3869,3/1/2025,3,3311,5,UPI,SHIPPED,Kolkata,9933,496.65,9436.35
412,184208283-330-54,4234,6/20/2025,4,2481,5,Debit Card,DELIVERED,Kolkata,9924,496.2,9427.8
413,169630016-044-1,4791,4/10/2025,3,5801,5,Credit Card,PLACED,Bhubaneswar,17403,870.15,16532.85
414,169630016-044-1,1956,3/9/2025,3,5801,10,UPI,CANCELLED,Bengaluru,17403,1740.3,15662.7
415,189870341-712-2,2704,5/13/2025,2,3311,20,Credit Card,DELIVERED,Chennai,6622,1324.4,5297.6
416,184208283-330-54,1160,4/30/2025,3,2481,15,COD,CANCELLED,Ahmedabad,7443,1116.45,6326.55
417,162799308-500-1,2603,2/6/2025,4,5801,15,Net Banking,CANCELLED,Kolkata,23204,3480.6,19723.4
418,169630016-044-1,3848,3/13/2025,2,5801,10,COD,SHIPPED,Ahmedabad,11602,1160.2,10441.8
419,162799308-500-1,1397,5/7/2025,4,5801,5,Net Banking,PLACED,Bhubaneswar,23204,1160.2,22043.8
420,169630016-044-1,2300,4/16/2025,3,5801,10,COD,PLACED,Ahmedabad,17403,1740.3,15662.7
421,186626958-330-2,1815,4/2/2025,4,2315,10,Debit Card,SHIPPED,Mumbai,9260,926,8334
422,184208283-330-54,4987,1/31/2025,2,2481,0,Credit Card,DELIVERED,Bhubaneswar,4962,0,4962
423,162799308-500-1,2527,5/2/2025,1,5801,20,Net Banking,SHIPPED,Chennai,5801,1160.2,4640.8
424,162799308-500-1,2919,5/17/2025,4,5801,15,UPI,SHIPPED,Chennai,23204,3480.6,19723.4
425,189870341-712-2,2415,2/20/2025,4,3311,5,Credit Card,SHIPPED,Kolkata,13244,662.2,12581.8
426,162799308-500-1,2158,1/29/2025,2,5801,15,UPI,CANCELLED,Chennai,11602,1740.3,9861.7
427,186626958-330-2,2218,2/9/2025,2,2315,15,Credit Card,PLACED,Bhubaneswar,4630,694.5,3935.5
428,184208283-330-54,1400,2/10/2025,4,2481,20,Credit Card,PLACED,Bhubaneswar,9924,1984.8,7939.2
429,184208283-330-54,1639,1/11/2025,3,2481,15,COD,PLACED,Gurgaon,7443,1116.45,6326.55
430,169630016-044-1,4104,5/31/2025,4,5801,15,Net Banking,CANCELLED,Gurgaon,23204,3480.6,19723.4
431,186626958-330-2,3735,1/1/2025,2,2315,10,Net Banking,DELIVERED,Gurgaon,4630,463,4167
432,189870341-712-2,1459,2/15/2025,1,3311,20,Credit Card,SHIPPED,Bengaluru,3311,662.2,2648.8
433,169630016-044-1,1954,4/11/2025,1,5801,0,Debit Card,PLACED,Mumbai,5801,0,5801
434,162799308-500-1,4954,5/29/2025,3,5801,5,Debit Card,SHIPPED,Bhubaneswar,17403,870.15,16532.85
435,169630016-044-1,1469,3/31/2025,4,5801,15,UPI,PLACED,Mumbai,23204,3480.6,19723.4
436,169630016-044-1,4446,4/20/2025,1,5801,5,UPI,CANCELLED,New Delhi,5801,290.05,5510.95
437,189870341-712-2,2045,6/13/2025,4,3311,0,COD,DELIVERED,Ahmedabad,13244,0,13244
438,189870341-712-2,3797,2/26/2025,2,3311,5,Credit Card,SHIPPED,Bhubaneswar,6622,331.1,6290.9
439,169630016-044-1,2693,1/1/2025,1,5801,0,UPI,DELIVERED,Gurgaon,5801,0,5801
440,186626958-330-2,3085,3/4/2025,3,2315,10,UPI,SHIPPED,Chennai,6945,694.5,6250.5
441,169630016-044-1,3277,2/24/2025,2,5801,15,Credit Card,DELIVERED,Bhubaneswar,11602,1740.3,9861.7
442,189870341-712-2,4436,4/25/2025,3,3311,0,COD,DELIVERED,Gurgaon,9933,0,9933
443,184208283-330-54,1562,6/17/2025,2,2481,5,UPI,SHIPPED,Ahmedabad,4962,248.1,4713.9
444,169630016-044-1,3485,5/23/2025,1,5801,15,COD,DELIVERED,Ahmedabad,5801,870.15,4930.85
445,189870341-712-2,2799,5/29/2025,3,3311,10,Net Banking,SHIPPED,New Delhi,9933,993.3,8939.7
446,169630016-044-1,4354,6/24/2025,3,5801,15,COD,SHIPPED,Bhubaneswar,17403,2610.45,14792.55
447,162799308-500-1,3074,2/22/2025,2,5801,0,Debit Card,PLACED,Bhubaneswar,11602,0,11602
448,189870341-712-2,1225,5/17/2025,3,3311,10,Debit Card,SHIPPED,Ahmedabad,9933,993.3,8939.7
449,189870341-712-2,4348,6/29/2025,2,3311,5,COD,DELIVERED,Bhubaneswar,6622,331.1,6290.9
450,162799308-500-1,1797,2/26/2025,2,5801,10,Debit Card,CANCELLED,Gurgaon,11602,1160.2,10441.8
451,189870341-712-2,4680,4/27/2025,2,3311,10,Net Banking,DELIVERED,Bengaluru,6622,662.2,5959.8
452,184208283-330-54,3331,6/3/2025,2,2481,20,Credit Card,DELIVERED,Gurgaon,4962,992.4,3969.6
453,186626958-330-2,3926,6/18/2025,1,2315,10,Debit Card,DELIVERED,New Delhi,2315,231.5,2083.5
454,189870341-712-2,1959,2/4/2025,2,3311,10,Debit Card,PLACED,Chennai,6622,662.2,5959.8
455,162799308-500-1,2504,3/4/2025,4,5801,15,COD,SHIPPED,Kolkata,23204,3480.6,19723.4
456,169630016-044-1,1452,1/25/2025,3,5801,5,Net Banking,PLACED,Ahmedabad,17403,870.15,16532.85
457,184208283-330-54,4067,3/31/2025,4,2481,15,Credit Card,DELIVERED,Bhubaneswar,9924,1488.6,8435.4
458,184208283-330-54,4900,3/16/2025,1,2481,15,COD,CANCELLED,Bhubaneswar,2481,372.15,2108.85
459,189870341-712-2,1815,2/7/2025,4,3311,0,COD,PLACED,Mumbai,13244,0,13244
460,186626958-330-2,1658,5/10/2025,3,2315,15,Net Banking,DELIVERED,Chennai,6945,1041.75,5903.25
461,186626958-330-2,4587,5/15/2025,4,2315,20,Credit Card,DELIVERED,Bhubaneswar,9260,1852,7408
462,184208283-330-54,1546,6/11/2025,1,2481,20,Net Banking,DELIVERED,Bhubaneswar,2481,496.2,1984.8
463,184208283-330-54,2215,4/1/2025,2,2481,0,Credit Card,SHIPPED,Mumbai,4962,0,4962
464,186626958-330-2,4120,1/17/2025,4,2315,5,Net Banking,SHIPPED,Chennai,9260,463,8797
465,184208283-330-54,4583,5/8/2025,1,2481,5,COD,PLACED,Kolkata,2481,124.05,2356.95
466,189870341-712-2,1016,6/20/2025,1,3311,15,COD,SHIPPED,Kolkata,3311,496.65,2814.35
467,184208283-330-54,4243,4/18/2025,3,2481,15,UPI,PLACED,Ahmedabad,7443,1116.45,6326.55
468,189870341-712-2,2243,6/28/2025,3,3311,15,Debit Card,DELIVERED,Ahmedabad,9933,1489.95,8443.05
469,186626958-330-2,3205,6/1/2025,4,2315,5,Net Banking,PLACED,Ahmedabad,9260,463,8797
470,162799308-500-1,3524,1/25/2025,2,5801,10,UPI,DELIVERED,Kolkata,11602,1160.2,10441.8
471,186626958-330-2,2069,6/29/2025,1,2315,20,Debit Card,DELIVERED,Mumbai,2315,463,1852
472,169630016-044-1,4444,3/29/2025,4,5801,10,Net Banking,DELIVERED,Chennai,23204,2320.4,20883.6
473,189870341-712-2,3565,6/10/2025,1,3311,10,Credit Card,SHIPPED,Bengaluru,3311,331.1,2979.9
474,189870341-712-2,3146,6/26/2025,1,3311,5,Debit Card,DELIVERED,New Delhi,3311,165.55,3145.45
475,184208283-330-54,4963,1/29/2025,2,2481,10,COD,CANCELLED,Mumbai,4962,496.2,4465.8
476,184208283-330-54,2768,3/4/2025,2,2481,0,UPI,PLACED,Chennai,4962,0,4962
477,186626958-330-2,2060,5/30/2025,4,2315,15,Debit Card,SHIPPED,New Delhi,9260,1389,7871
478,189870341-712-2,3327,6/3/2025,2,3311,0,Debit Card,DELIVERED,Gurgaon,6622,0,6622
479,186626958-330-2,4420,6/5/2025,2,2315,20,COD,PLACED,New Delhi,4630,926,3704
480,189870341-712-2,3544,4/24/2025,4,3311,15,Net Banking,PLACED,Bengaluru,13244,1986.6,11257.4
481,169630016-044-1,1301,2/18/2025,2,5801,10,Credit Card,SHIPPED,Bengaluru,11602,1160.2,10441.8
482,162799308-500-1,1180,3/22/2025,3,5801,20,COD,PLACED,Bhubaneswar,17403,3480.6,13922.4
483,189870341-712-2,1606,3/25/2025,1,3311,15,Credit Card,DELIVERED,Mumbai,3311,496.65,2814.35
484,186626958-330-2,4170,4/15/2025,1,2315,10,Net Banking,SHIPPED,New Delhi,2315,231.5,2083.5
485,162799308-500-1,1699,6/26/2025,1,5801,0,Debit Card,DELIVERED,Ahmedabad,5801,0,5801
486,162799308-500-1,1992,5/28/2025,1,5801,15,Credit Card,DELIVERED,Kolkata,5801,870.15,4930.85
487,186626958-330-2,2139,4/28/2025,4,2315,10,UPI,DELIVERED,Bhubaneswar,9260,926,8334
488,184208283-330-54,1190,3/27/2025,1,2481,0,UPI,DELIVERED,Gurgaon,2481,0,2481
